msno,city,bd,gender,registered_via,registration_init_time
saRusOrkKSSVz+tpjhtcMAbZLlvnTHzd/rvWX5vH1KM=,1,0,"",7,2016-12-04
QFEEc30JRBe5EGE2E6sK08Wt4XAKf3ZRbPHvguqJmm4=,22,27,female,9,2016-12-19
GiHvSbcbxEmMYpHvLhqvOyH9GAoXPY4O9EQfoyH/G2c=,12,0,"",9,2016-12-24
diHUVPEa4SW4OwfZbBoy+5CDcQ/f+kXPghiRqdkz2l4=,1,0,"",7,2016-12-24
HLvrPcWwiiFJ8YydJIbrByvzXgb1UnFnmzV4D2n3TME=,1,0,"",7,2013-04-13
4lOoi6vo5l81lUsNuYvVLomfLvVNH47rgMp2W8SVwtE=,1,0,"",7,2015-12-28
bbcQhxW0MJJNaP8vNF7HCXw1WsxEtcGL5pjECFwFFmk=,12,46,female,3,2015-06-06
5JDuC+MlMrZja8XVImHAstP6EljxzAMOISFsRMHs61M=,11,19,male,9,2015-06-10
SkeSdkYgMXDMkefiXKh046MxgqGVhhcv/3y8R0VswkU=,7,0,"",9,2015-07-13
ymjrU4MTfRSreA9x/Xb+sWSpRIFPghwA/AT5vYLZDnw=,5,38,male,9,2007-08-25
ln6GfXnzNl7+2c1Xpf3iKe4GFcZ8jEwfK0H+m9c77w0=,15,29,female,9,2008-12-26
XfMAgoNzEKVhfPSW0KkVIkY+xL/9KDHQDkaoJ/nhBVU=,12,29,male,9,2007-06-23
NqutORnIlIevvfo4CVGgeO7fmCmiyKrDvGF7QhwWkys=,1,0,"",7,2014-04-01
VUIFWLaIwmZdcZ4sZnCmQfaPQ04O1Edj+1TLTbIMn+Y=,1,0,"",4,2016-03-25
0MvO4j4o6soVrVB9gnHPDGWA0s83OX5CuVgTQfUv+zQ=,22,26,male,7,2016-03-28
CedBXU7NS8nNBc30ek628P66qoUvJQCv2WUyr0njnqk=,13,54,male,9,2009-06-10
Cvi3+Qs9ef6DUB6BkA04ApeDy6KetSargyxAnaxEPrI=,1,0,"",7,2015-11-11
M6aJVfU8Usje98Xzqs42p/VzeduaayCmPM5EjUSdKsw=,6,23,female,4,2015-11-12
9AhlbV3deflPyprgTIo65Ycrt1vwHt57VraC4b5MG2s=,1,0,"",7,2015-11-21
qmM1+y8vo62VtL0C6SS8AjccFr7cotJ1j3+7c9xjnZc=,14,31,male,9,2008-04-23
e0LIok4nxIFJ8GRSYtp87OGqSbL/WkOp2PD/9yQAPK4=,13,30,male,9,2008-09-24
GmGvVFx8aldSdEwpRm2WY6wqPufPCKv2j0drv+gazds=,22,46,male,9,2006-11-03
NdVyBw5rlsLYk5NVN5Ybzgt5Z0ANxfEanHoRCC2hmTc=,13,35,female,9,2007-03-15
QDw9F2zx5Vk8yqMdcAvxwsGNAa2ixFNRBCO1jRqPysc=,5,50,male,9,2007-04-20
gSOPUG1SpFl+RZsqocPEn2xrHC3CCGrUgPCAaYv0K/U=,15,34,male,7,2015-11-11
+V2QCZREI3raBCfmkMzxwCGbtI0xAcM2t3gZgPIkGvY=,5,0,"",9,2013-01-05
Lzb7a11w4FNStue4FkjYZWnk0jHuqJ+4Z9GGnFuuT64=,4,0,"",3,2013-01-13
coKlzDRwtENhvAmgM+ifPQSyy585QotPNiJsQSGiH1A=,1,0,"",3,2013-03-19
sc5piQf3BD9gJg6keQ2VGvc+LoEwcCqOu0qUYXaAcjg=,12,37,female,9,2004-05-19
9L9TONUxXoh8ND5nIErqo38kA86sRcsAbZkv7CnuhXw=,5,30,female,9,2005-12-20
9j+7TRhRXti1ycaNAi1z3OkCz0/OxUH0EeINwST46AY=,1,0,"",7,2012-07-26
KnxcI+quWZlBXlR8Or5+WRWWXn4w7SeTdILfH2CMCMs=,12,31,female,9,2010-09-30
Nt9lmpLpwLGoaNFPsMnJrL+bEPenWlwxI6Xd75Oa1t4=,1,0,"",7,2010-11-19
dBYBzgvGgqYNI3q4SUV70joE9RPc/vStbbbLYO2nEEY=,4,46,female,9,2014-05-03
Mndln29FD1c5meQWaYf9/55eWq8NOLpU+xxmCxRssaw=,15,38,female,7,2015-02-22
VxJZU+d8cRqi7akdZsRWsuk1eO8X4cl7yzOtU4yYtM4=,22,34,"",3,2013-07-20
bkbZUerRrMk/JaqzmXkiEa+4FDSe5TYF8KMHLQBA3sg=,15,22,female,9,2013-08-17
5u2NewQXKKHOpMG3Q7rXv9v3xorBZkf+p3cUb2H0FY0=,7,0,"",3,2013-11-16
2YqNvAvb/r7h9liuCApc7b8p+092ZzUDEjfLJ40eDro=,13,27,male,3,2013-12-16
q6KFARi5SFblCVbsOVEbtbDSSLNAqah8FIKlnK8nKq8=,1,0,"",4,2016-11-16
qT7FaiUDhxw8zIukbkjjhdMo/JM8N5SMqkbPCofLSaA=,1,0,"",4,2016-11-16
D/K4fOfJT3xCaKk0EI77WPwHRNfjXo2r0aWTqbnqWzo=,13,22,female,9,2016-12-18
AWJqpxepF07SlMVZw+WWKnj1Sec6CjDFOg/5sj+WuDQ=,1,0,"",7,2010-04-28
5QDPDoJ5mNl/vGNrg1NptA6t0Jftbo1mhytONn3sYB8=,13,32,male,7,2010-05-17
hIz5xSZREcxs+TxfUqjkDMmo5BFRA1aqXNUETaR3RMo=,1,0,"",7,2010-06-05
YSfnCX7MBrkR4stK88NiiTBfmkn4z6155aE1k8n28vA=,1,0,"",7,2012-02-08
pnGHYgSB1VBpML/yytgkesL9b2ScyRiI8Cr8wkXKfK4=,7,17,female,3,2012-05-31
jm/ePSV23MQ/z76vSkurvxSVAwpQsHocm7sabOtTr2I=,1,0,"",9,2014-11-15
AbIs3dqlVhOJK5D9AufDrMT+FUt+QxkVkvQxCpxXf/k=,5,26,male,3,2014-11-23
+oE92Y7EYn52NPKTtSSU1AyII4o5Zh6avkqYZZlUEVk=,13,19,female,9,2015-05-08
zuvhYzOWxyjn91fGg24+brnGATQPUh6h1d46E6+tmR4=,1,0,"",4,2016-08-28
KnTVcOytf7gjlsp2Z/MPH3Rf4YjDaw9a0VjiTATL9uc=,13,0,"",4,2016-09-17
H7DHOuMceQ8dgzizPDz3EEEi5M5e1wi/7NiesfVlN3s=,1,0,"",4,2016-09-19
DcCQRGMKgRuXwgXGaPdht9zVsq05irqoQNqdVNg8Pxw=,4,33,male,9,2015-05-08
Fm4weEaC55FXv3sFEABokWqKHkX6LYTaD6YUWSRckdo=,14,0,"",4,2016-01-18
2Zm8EHLJql86HiamIGX9VBJSvHkpSbEL4OvcK+PUSGk=,13,45,female,9,2010-08-21
UIohMmcUmemoUYO7++Q86WEppsaiUaKXvT1vzgYwj7k=,1,0,"",4,2015-10-14
xjCGcnxDfYUSAy+O5XmEcdbqW3efoV4NiyhE21ehL+I=,6,18,female,4,2015-11-03
+I9yRfKJ693I9fEPM1dg84bDLi5TFFDP8i+szMmQM4g=,13,0,female,4,2017-01-24
VhHJvcfBQH67SqZbx/M7zz7iWi6ox1HLjeIOQrKTFDI=,13,23,male,7,2014-08-19
jNnc0h7RoLAKr1lOA4fZ9Bl3vQmwkoDsmzhxggKG1jI=,5,0,male,3,2014-08-27
Zn9GuV7HAboWLipTQFCBfB6jBITRlfLRvM7rn7V25Ps=,18,42,male,9,2014-09-19
OVR9+ssQRSxtzfQjcVtdoiZ6c4bHIuLdhUTVdA9oR0M=,13,30,female,9,2004-03-26
3KCMqxpeazra2ZNbYWbRwIYIMPVj5liDKJdFSdN2ftU=,4,31,male,9,2004-07-01
bJyWpKzM0lOAN1KET2D00A6Z/xssGPeMg7eDGDYl6Z0=,13,36,male,9,2005-07-03
TobFQaKidPKMEiW1FsezYgLR7keq47Y8wWCoZ0C2ds4=,22,35,male,9,2005-09-24
/lCRCc4YR5JBoNe3Rwh57nHD2TA/c+p2IYXxjr7Ri/I=,22,32,female,9,2005-10-05
fVJ/48vU8WbRNmiSHrm3Rts1jk/mkzdfLv2/JgK4aKM=,12,28,female,9,2011-10-04
vW7Y6/f+xjPPIfEJpK+v59a/lAvubO7ai2Mp10DTPAk=,4,22,female,7,2014-10-28
t0GYal3gTx62hvt76LkoFAioUcPRrzHzyXZ+Ejoz54s=,13,27,male,9,2006-07-23
q4Ns8mtIoX+0yq2/fPXUpM6/ikHKQyGRkdydECNRz8s=,6,28,male,9,2006-02-06
7Wo7mS5Bl3ZuygHOoZu43/U4hLURoZfAwl6g6PxB4xs=,1,0,"",7,2013-08-16
eUE22mzeDdnVqDDr72ntgtP+pA9W1LMTZLkjpA9+zrg=,5,43,male,3,2014-06-22
jfeBiSHeJyETAnqmAR90tz2tjW7TKO9atKEeYM82Reg=,1,0,"",7,2014-06-24
kyicnVLJeqeLmhxqWjKkIr7vrHqSqushpjVi2Tnj+Uo=,14,35,female,7,2011-01-31
lBRcRLNOqVlstVcojYQvZCPtcjziSLwXaYG+S8jegrs=,13,31,female,9,2011-02-19
v+XdJCB5GI3htGP1xJGl+jVyRu6sZlD6BwcUc7gpMgs=,9,28,male,9,2013-11-21
1O3EpvQCTZaO2T+9sLmjpS0ECAw90SBYC8PlRHXXstk=,1,0,"",7,2013-12-02
GKtOZrXa0mKPOMYNqJaN1PppnGP/kFP97qoOP2RwSwM=,14,36,female,3,2013-12-04
abqkRgWjM3AYMAcmVb7+eB0t8G5enPo4V1ajP0PomNg=,1,0,"",7,2016-11-13
7lxfqWZet+AXSjUkm8lVvUypXcwo6PNF11HRAEoCrCY=,5,15,male,4,2016-12-03
qjh5duouT0NzCsDcRUFYyttOxhh/5rUR2enJ6Y0KVV0=,1,0,"",7,2016-12-19
86JsMLfWKxrLn6EiIPc0pBRtTcoWskV1OvEc88dZYTI=,5,0,female,7,2011-07-29
OWI0+Qo9EYbxJ96kE8wvr6Dy2EqJIbyzT06tKa4UO2E=,5,21,female,9,2011-08-19
Ppylzh2Hdfd10lADvLsm5P8WUDblAvriYiTFgC4CkwM=,4,41,female,9,2005-02-26
wjnZKmkYA4fgmVAk19qkx+qtwYBLPM/UfSrQM9CzDWY=,21,30,male,9,2005-02-28
7KvxTpO+sda/AnZqeYqrXQOh4AJgaIk0lr5ixQkkR+E=,13,27,male,9,2005-04-29
BXodEvDoq7IaTwLSRu/GHudsWoE60QeI7SB/ZQiZPBg=,8,28,male,9,2005-07-15
udkSmZwu2YHujDPVNxLzl7QsnvBpX2wg3flCK9aL7EM=,1,0,"",4,2016-07-09
JF05GXPRjcuypIVxEf3eRZWY1iXBmLdfoY0mBN6qmfA=,1,0,"",7,2011-09-03
zEpFAKQXL2btsdAHg4Rtg0v2vkyffqz4JdB4cn+yHW8=,5,40,female,9,2007-03-31
LYl64LI8qL99Y4/w3acD0q5EqftJfw2xhTBPqvoD9yY=,4,26,female,9,2009-09-23
dGhUD19qiq1kUap831GHA3wByXS8IW6rGvymmHYG1kY=,13,20,male,9,2009-10-18
FB/Hq2aSm/5dVvI01Ys9kzlBG2yd9xAd5a1H3timwPw=,1,0,"",7,2014-06-04
PwNH4P05Gt5GjM4QplpnJ+q2UbKPvBDBkAwFLDgP5bA=,5,24,female,3,2014-06-08
CQC8pjhTIte3b5MGrS0MBp9oIPcDqhkJwxOMJCw2QvI=,8,57,female,7,2010-11-27
FTc6mhPnz9emsa05lGS8HNJ6EBCyfLTcIbKgZNGCZRg=,1,0,"",7,2013-10-21
/8fO8V4sL86IgUHNIIOPtyq9tnT1QpqkXwZ1oBpunMs=,13,20,male,3,2012-11-06
v8RgBRNVLTukLf/ZE/7EWeAv35Eu/Y3rHsL6SVzRcl4=,1,0,"",3,2012-11-13
OemnoRq/AKrL5NWBOhkYlZSLejx8Hp1ctTcvdlCIWdk=,1,0,"",7,2012-11-24
3eNBxDYe/fq1we1pGDIUkX4cIHMJr/qr88JSawt71UM=,1,0,"",7,2012-12-10
3fjObtyeJd4+6TGyZfiOa+lugzjhJ/09E7+l11zbcPc=,12,0,"",3,2013-11-25
Xiod2sPxFkaheUIHD9CuL1I/+iyoX48GbFtxBIcQeSs=,1,0,"",9,2016-07-18
d7eLijZtVJOV81/xwbQjy0lKplnfX3fp+XC011p20Sk=,1,0,"",7,2016-08-07
H18sgooensnx74/OL/kULdzKx/2D5KuNjM7BKqBMtn8=,14,22,male,9,2014-07-20
Cgq9NfAmBbm9BFRTxnGem8wfyyj1Yj3+6QbQwv7aOLQ=,1,0,"",7,2016-07-12
JClWVf9XajEPBvCRTbB265fWB/PY8mH26KZGZ1EJP+U=,13,22,male,9,2013-07-26
miCYNRGyeYT+dZcVJGH+p+coRRuWxhRzG8+iy75jgns=,1,0,"",7,2013-08-03
oODYRqLRgXl4KZjWWPl7KwL8pU0AEGPmLOboe0WK/Ko=,1,0,"",7,2013-08-19
aM4ZiK2RVVbOA8oJS6JzESYAH4ICQlpmAmvEfe9ncRs=,15,32,female,9,2010-11-07
hqsfTu4OXrQf8GC6N8nFyHky//nzfq8uYUr7z+ccHzs=,22,18,male,9,2010-11-28
CbAcYC0Ak6bJvesEXaT5i4//IclOY3nxaGi0bHUxaJE=,5,28,female,9,2005-10-07
BntsvQOHMeSZIFHOoZL2qHaKRbMvlr7ETykiILJf8Dg=,14,27,male,9,2005-10-23
C20izNvFihEMvpI+dVHVGbcleo6iyWeDSIAGr1iHW4w=,22,26,male,7,2011-12-17
LaSvqXlQX894VpmJGO5fSUWOUt/GJ5HcunhtrHwFEq0=,1,0,male,3,2015-01-10
XG58ebW41o6bzFGQWl1lyj4SewosW7/LFy2rStYO2xg=,5,0,"",9,2013-01-01
6UNA4tzEUaWyafCyGpQW7djsx50ejC+EdEqpfLwTsqM=,1,0,"",7,2013-01-15
tV4to2fSZah5SJA/vjvEe7nq5g+KHpZfT43NZpqsqxw=,5,0,"",9,2014-09-04
mMOgpQvx6OvvK3nTOmfMWQAV0s0Vz2xoutSMy27nC5M=,10,38,male,9,2006-03-01
H4aGzZnUUqVst2jpW2WXSjaQo2MJE8puTaDtv1EpcdQ=,13,43,female,9,2006-03-27
gnU1LSUr9Z8MjDuuYPfoEmHwsQLAb9TMNX/nh2vs/Ok=,13,21,female,9,2011-11-29
Ia1e2SfzAo40/YK96h/X6TZiQINlvVf4rduUYdptWZM=,1,0,"",7,2017-02-01
DWPDav49oKnJVBANHXEL0IwN6AH+lroUG48YmNRMKPo=,13,40,male,9,2012-09-25
DdZY9tG8r9GB1h5OMV8ZCsfvKF0smLdjNfV44kucpR8=,13,0,"",3,2013-01-12
ZD0rZlu4663qG57KFy/bYvkkm22WwFQaSvnDBgrZv/M=,5,26,female,3,2012-08-26
RDQcKGlf078jMaiLa//tD1f62H4by+oCtQ/IT/kFq94=,5,25,male,3,2015-04-22
BQpgefSpyha6+6qAGEtVPDWXSWdmjWNTvVr+38HfPUI=,18,19,female,3,2015-04-25
Tw9AXn6XiAK9fAF2cRzWxC3SbNblszQuGsegJLMOQTY=,1,0,"",7,2011-12-02
hFNDIGohFKUMKVZw1EEK4+a7tKNEaaztjgQ9n8XmeLg=,14,17,female,9,2011-10-09
F2F3iIhoxV7VO82ZX10JDlruKAf7rnbFtUkTbO5krfE=,1,0,"",7,2014-01-15
ck5n4OsPQVbjgyf+iBUD7MbyXqNRrwIpaV8ER9KdU3w=,15,38,male,9,2006-01-12
+c4Qyn6WebMweosPnvtl4ex3lZSSK1jx+ptXjN76NI8=,13,31,female,9,2004-11-06
0MhUPvjohs7BemfhP/4yIggV/3EKMGonnMZ6CeDTNMQ=,1,0,"",7,2017-01-16
1RwXEzy9O4xFApKIf4K70fsSbkEdqPk+C5jdQ/qI7jw=,1,0,"",7,2017-01-18
VdbFT3br5r80+Jm1HMXL9lcxDfyqDcwyxSfgFwgImqY=,1,0,"",7,2017-02-01
5WLumASviayn/xemdRFP0bcs6ft1x8hnjDm9YDz60Oo=,1,0,"",4,2017-02-06
Ubt7aXY3FhopdN/J73W5n2QTFDeU0UInKFD+1T5rPtE=,1,0,"",7,2015-10-09
zp7+Ksx39dlZQBlB3uI9ZiFFkbqUVh3jeOFwhVIa5IM=,1,0,"",7,2012-01-20
JYiOTsjkXpOY9AJ7IsM7hPTx9hLVRymMLz0rEVkpwR0=,1,0,"",7,2012-02-17
dSxsGPFblP5y4Cm9cxJW6VSx6VchnoPk6mrH6NYug+M=,22,34,male,9,2011-06-22
UWVihZsCGf0WuYENoMarINcMWLb3+VB+h7CP9q/Dw6Q=,1,0,"",7,2011-06-24
2wbmGJT9GDzGBYwhRkQodZG23O9JIikkFmOFNKLXgfI=,13,38,male,9,2006-10-18
JUnwyQlM+bd0/JzhtWCnYPak22i5M/E53ty7wv2JRl0=,8,24,female,9,2007-01-14
76AhpSkYWVreKYbJ/Oy6vY4XdfSqzke9vxsf5rt31tk=,11,45,female,9,2007-05-17
H+xwxl08R1ueQln3WLbPaak1aJyUqoSJ5JnbOnC2J0E=,6,19,female,3,2012-11-04
jJGWRs1Zxua440iAQVIgW5B1Dx1fk6nVfmoPN9QIWWY=,22,24,male,9,2012-12-20
rLaC9KJhel0nJWbr2Krm4niliQTnFKRuy+Ik3nZGDPE=,1,0,"",3,2013-01-15
8+7UVsbTxcCns8T9iT/FdGjALxWD+QtMc/yEEntTOJ0=,1,0,"",4,2016-08-10
vUZOoNfod75MvGiy+hlYKo8KJZIv8DRm7vdLzcnQzTA=,1,0,"",9,2016-08-19
yMGOqlyvU2trLmfZvR7wiPwsqcR9nvg2kLXcrGJQCCM=,8,0,male,3,2013-11-17
g6VRYytUfxHH600FyeWenjx6FyjgM5DxW1CPmiuqIyg=,1,0,"",7,2013-12-08
cyjYl7akUU45+DfTAYKXTVr8qn5pT/9vAZuzbevt6Ys=,1,0,"",7,2013-12-09
ogUCwRdFWtfZLTEykkndy+xQL/AMomazyDhG7Iam5Zo=,4,24,male,3,2013-12-16
IusShd+f3IZ+O3uLVDH//dUm0QWF+geoA9h95fWnTFc=,9,35,female,9,2009-08-29
Ay3ewpGxOOsrSR7Qv7ycmDikmOcI/rtg2Uoop0IxRUE=,15,20,female,9,2009-12-15
V+ibH5hERDXCTMh6px14Jwg89OtS5bClBhrvsNwVWbc=,1,0,"",4,2015-11-25
gXfCTKgA9rNP0gKiziJEXj0gVc6ejH91jszIV4xVcKY=,1,0,"",4,2015-12-04
aX+UMMGHthpv5KH57AhKsjLwH2Nh1aAbjJ7Qbusr5Os=,8,40,male,9,2011-06-18
BRMNibQcga//xLkb2K02zp3Rsa1sGlkyMwsrXaxEleA=,1,0,"",7,2011-02-11
KhL2fRXrim3hsuV0pyh11aBGzCgHePbD9xu5kuzrdMc=,16,36,male,7,2011-03-04
W0CyXD7LqWGH59sBLtMVd4bY3N1fuCulOsH2pCNEGHk=,22,27,female,3,2014-10-29
oFNz56btQf10M8Et5LZg9nvSxKpPmSAzjMk3/eiHKH4=,1,0,"",7,2014-11-02
ejPXt6CdzAZL+26M2xKrnZwjfvrG+SmvBFJzfNpZWPQ=,8,16,female,3,2014-11-02
lH+8oBb7gbVNiQOWO/GMuhPwuI1RwkEy2PsBa8CtBuI=,15,31,female,9,2014-11-07
QJkYZqb4cO0dTwL3Q2lhhmVw3MfS+1Pv63/mqdRZPsM=,14,25,female,9,2009-05-31
76KIAJ2elJRfWRPn0HzO00JpRDLp4jzx0n8U03fYSWY=,13,54,male,9,2008-09-13
2M0oBgghQVu2rJyobWMU20JYgzQPAWfanzjWcW0s9OU=,1,0,"",3,2013-11-07
i3s1fH6Ble/ie3hPALAiqZsy7lSrAZ1t6yJiRYMcPP0=,1,0,"",7,2013-11-21
dof/9vAMT2BHXf6Urtp+0k9ENQ06ts56qOI8SCkwx7U=,6,37,male,9,2013-12-13
8SemwDGYehX5Y3slg5fB3DQHn+Fc7qQx4Lm/bXZuJZo=,7,33,male,9,2006-09-04
jCETjQ0mviKuXq/nJCVZM5t08M6xmXqrafPfGYV+O1Y=,4,31,male,9,2007-02-27
O6ehw6j673JXpoKrXTutSD0+JvChNlPVni/U9wcDJ9U=,1,0,"",7,2015-05-21
dFBZxbEEx3up/c2Z+J8dmFX2Sj+o/ELDkxmNOSYzNyc=,14,31,female,9,2015-05-26
aL7nvfxnvm7OV34j9FVEwVxvGZEb8wBXQ/8w7f4UYXU=,18,34,female,9,2007-12-29
3w/c/azQyOtK1hnGra/gChaRrl5FnLWLhBMGKX8IHys=,13,29,male,9,2014-05-31
tsrkzQepFgcn1UbQgvvIezU8VD+eAGTUVuoJZ2B8jcA=,1,0,"",3,2014-06-02
up/AHE3l5a/km0lW/nocQjnfoRJszYlBCvEutxGZkNs=,1,0,"",7,2011-06-28
9tuS0v7nhyaCUBqvMto+jb+IfmcpzpSU6YWaNcGDKQY=,1,37,female,9,2015-05-31
dfhzt+aK39kXG0+Z6GBvQrh2ou21iegokdy0dsrkXf0=,22,32,female,3,2014-07-29
N29ZT8ShLmJtI87XPtMDMPwp6bvJQOXliu8FzJaQ4zo=,1,0,"",7,2013-09-28
LzCUnfaaCrzPdzxkknmSyrrILqKWI+JjkxjD7iAmMWM=,1,0,"",7,2013-10-27
mF79gCWqMkcXl0Hyi/jd8ZOc/dy5QE4//q0mRa2UEAU=,13,0,"",3,2013-07-06
XB5CKyZNtAg0g0cD+vWsSkSHYC1T3J1vt/erfDrcrDE=,13,19,male,9,2011-10-08
cBCCCKfEMzWWQpJcnyMn56dca21hHbmWVwbD+4DU6uU=,4,0,"",9,2014-10-28
inevjaTKMQPoBTPmGJW2HV2021qbcQf49vS95M/LW0c=,15,41,"",3,2013-11-15
taCiKNFKTY0imnyMcGrrdz+X772kAIHACgzSvOGp0h8=,1,0,"",7,2013-12-23
T/EBQV69iCPVrG/i2RJUc0koRomuwfTPgipXhScHj80=,1,0,"",7,2010-05-14
dJaFB1dxqijygg7xbN9f9M9y8dogQGALMzF+QuW3rzU=,1,0,"",7,2010-09-23
JKitvN5tEE4SuRHpvde9+vONhL6a5XnalEUkDwJZI7Y=,1,0,"",7,2012-01-18
zbwk6MQvHjUoPOANVSKIhBDzeMTTsOiKfI3quWoY85A=,22,25,female,9,2012-05-30
rbsxqhMfnQaYsgNUKJda4S3KuHRnuvpEd9UwavcteRo=,4,27,female,9,2007-07-14
uVypVIRbpgemeuMp49P9dCXeiNbFwPfX6+NkWZyckiE=,15,29,female,9,2007-11-10
tISIm3u2ZX+RmIV6d+SUzgDmrMP7Dmy4w8rZuin/1Gw=,4,0,male,9,2005-08-11
lWJXABJ1j0JGz0vV2CFAVJ1w9JE2+2JWwpJUKV73cY8=,12,35,female,9,2005-10-29
6F/GpQiWle1J7wEANnAlHPPUOqs1Y5R9aU6ghxQLLA8=,10,32,male,9,2008-09-13
O1zkV2AWGsBteNN93P6XU63G2e10ojeq1+kNgGHsKD8=,15,24,female,9,2007-04-21
eIqmrEKA8LL+0yCZFOB4ToeekXbFRo2ar/kSDmwRHHs=,1,0,"",7,2016-04-04
OJrD/b23SWgtV6TpoQrcsuJP1RLtO/QZpT+8s23of9s=,1,0,"",7,2016-04-20
W13xKhTfmhsCcEsgQ3ATszxXfMvSM6Fr8epTSDpnRa8=,1,0,"",7,2011-11-05
ge1NJ0CT/TnyvwYI/LHu90d5BVyTOggZXbmEwqK3ncU=,13,34,male,9,2011-11-26
X4FXNAvv2OducyAj2tFbEtxjwrXdLEmWysIUDshcb0c=,1,0,"",7,2016-12-31
y5xpWrvHeOffqJt1/0cihXTAc3nxnQKNzqII+xJSGxU=,5,24,male,9,2014-01-30
RIKENAxfAUiFrpgvPH0ZmUeT/293tH/h7vBBZypywcE=,1,0,"",4,2015-12-26
nTTl2WpyaATcQSUhjzWihorbvrZEpMrIlb8UcMsflng=,1,0,"",7,2016-02-12
aqn4ycRA9vSsPThwaRzOISn+9I1vvCUM/fD384wldrU=,5,18,male,3,2014-10-03
A6k1McqCun6OdwSx0bWEhmqufOyXHNVVjhBgoyR6EYA=,1,0,"",7,2011-10-06
zElFjssp6LWOn3alHW7vK0lwPDVrblxqI5A7Z0Vj9/8=,1,0,"",7,2014-10-26
eyjfah5evcvM7zxtx7bB4A9vOJQi0fFDx9e2yQJftBk=,1,0,"",9,2014-11-16
7x7y8uXDDWEEHzKQhMqukARXvbkcqu2NZmrpV7dGMVw=,5,20,female,7,2014-11-18
9WyujFC2cOA9RT2EiUG9+Yh2e1awQa46yF/2L7zPbZc=,13,49,male,9,2006-12-03
ccA+zALUsIs/b2q/IjZ+qsHQB//OcI0C2+51nnT8gas=,8,29,female,9,2007-03-01
o2VKqXstLvC7yV+z768XXXQtcVAGihKH4cENYGh7x0o=,8,26,female,9,2007-04-21
+mr/Va/U6y+W90Ofnicxw4yTNFzy/P/BF0J8hPui7Jo=,9,36,male,9,2011-12-15
ssdhYvCcHsqUnkq9PzPFiK2DASedBuYKbYQ2a4uF1CE=,14,0,"",4,2016-11-15
8BCcA8RN9R4iI7+78dINqRSmIKz2IGXd2WrBgqWi/1k=,1,0,"",7,2016-11-27
f2YvguPZQJPp+ifWIUgfOnYDyqNUZrV390m6w4WftCI=,5,46,female,9,2007-11-30
ms/Kz6cPQr7nWuWWF3XV3iXaP08JsUoLRuYSBa0hCb0=,3,34,female,3,2013-01-16
5tkoCToeymqDbg5cJLmzZoZcKoNIwmrivQo43qNAqQ4=,11,26,male,9,2010-07-14
wKFHqQkBH9reMqcrvC5+NrO+4tllNt43qaxO5EEqf5E=,10,28,male,9,2010-09-25
yt4/gNV10dV+nroOTOZN9UECBNGBzJku2uRD32SDkv4=,1,0,"",7,2014-05-20
yxljwZRfJC32AUIIHXgE5+qlvyPMA+FB2N5lxpliCxk=,15,22,female,3,2013-10-16
QaEjUmxoJA1QlM3J0T6EVZqy3FbxM4nfOC8x5O2yHPc=,5,23,male,7,2014-12-07
hcYyu0Ox6jqrrxYKCywGLho/dDtm7fRMenCyxdYPpkM=,22,24,male,3,2014-12-08
zzClhjAL5iE3qAkHN0jnGQv3A/MggKgJxdcLv7rMB/8=,1,0,"",7,2017-02-13
PE8XhqTyY67UW2ZManmIJOsHULJlWjbKH34ZS7GVAjM=,15,30,male,9,2011-04-17
c0rBwLW/3N0zjc6HpIsGQ6Px44/EpEvvUj2DYiYY39Y=,6,39,female,9,2007-10-06
sgV0s9jbrz7ucA9LpewAksIjm39zpMhRlB3WwrExMWw=,13,38,female,9,2007-12-17
imMuA4J5/dY6v7aOeARtcti7fEt//WvzHpGWDcB0tgw=,1,0,"",7,2013-01-17
uaeHhpBP8WOlK9Ehlbf1j/ff4n3CDq2Sh7FJdDf6bxA=,4,0,"",3,2013-01-19
xACEJCMI1RDYIMmXL0MqRElUHkJUp2qQz3n4nbcChmk=,1,0,"",7,2013-01-23
UD8GXtjJO4I+Pj6qaP2R3TTQo+2hjZghGfX1olkcgvw=,4,38,female,3,2013-02-27
aMaQ6qEK33A74GbZPHY5kM90daevMsjb+SzSZJVjba0=,1,0,"",7,2012-02-04
fL5v/GG/72/EBe5f2V9NmjubgC4sgBUJBZ55rA0rMCQ=,1,0,"",7,2012-02-15
NteWy9cN+TdQPfNTtzkKGI1w3JWbbn1E8Qyni8NCUiU=,1,0,"",7,2012-02-21
i4KQ1KXYB5JzNWgOBS0L8oHuIJd5dvUUBogZkAu4k8U=,5,17,male,9,2015-08-12
a6zEoI5i4qejHOH+MPwEBtLDQjiWU46dWQqtsICcXjQ=,1,0,"",9,2015-08-16
fZlgkZXZosrzc2kdhPiolPNkPmKG+h84VWmp2WhAZCs=,13,36,male,9,2009-01-22
GPqa1LzjTambEDmticXnwhrEVrwjojFbVL5ppOl4+bU=,14,49,male,9,2007-07-21
8qoAPyo9A8AgbAoVDxBBzWgGL+/nNRh/RzuNqK45Gu8=,1,0,"",9,2015-01-29
mATg90ANnHz4qdQJgZWVUzsSrM7T1XPR3OzUmUMjERg=,13,36,"",9,2015-02-11
Xi4K7qvs9V7dnD9v5DFd6mJFzRChFvtGXhf1EXXE4SM=,5,33,male,3,2012-03-30
